Should I practice social distancing|What is social distancing and how does it help to minimize COVID-19?|100
Should I practice social distancing|Is six feet a best practice, or is that a 100% safe zone?|86
Should I practice social distancing|Should I be tested for COVID-19?|0
Should I practice social distancing|Should I wear a face mask?|0
Should I practice social distancing|What does socially distancing even mean?|64
Someone from quarantaine came to my office and stayed 20min Is it a risk|What is someone in my house gets sick with COVID-19?|14
Someone from quarantaine came to my office and stayed 20min Is it a risk|I have packages coming from China... am I at risk?|0
Someone from quarantaine came to my office and stayed 20min Is it a risk|Who is at a higher risk of serious illness and death from COVID-19?|0
Someone from quarantaine came to my office and stayed 20min Is it a risk|What can I do to reduce my and my family's risk of getting COVID-19?|15
Someone from quarantaine came to my office and stayed 20min Is it a risk|Am I at risk if I touch someone who has died of COVID-19 after they have passed away?|0
I had an asthma attack when I was young but didn t have an episode for over 15 years Am I still at risk|I have packages coming from China... am I at risk?|0
I had an asthma attack when I was young but didn t have an episode for over 15 years Am I still at risk|I'm pregnant... am I at risk for COVID-19?|0
I had an asthma attack when I was young but didn t have an episode for over 15 years Am I still at risk|Am I at risk for COVID-19 in the United Staes?|16
I had an asthma attack when I was young but didn t have an episode for over 15 years Am I still at risk|I am pregnant, am I at a greater risk for more serious outcomes related to COVID-19?|0
I had an asthma attack when I was young but didn t have an episode for over 15 years Am I still at risk|Am I at risk if I touch someone who has died of COVID-19 after they have passed away?|0
What are the symptoms Is vomiting one of them|What are the symptoms of COVID-19?|87
What are the symptoms Is vomiting one of them|If someone has been exposed to another individual who is positive, after how many days without symptoms can one be sure that he/she has not been also infected?|0
What are the symptoms Is vomiting one of them|Are symptoms of COVID-19 different in children?|6
What are the symptoms Is vomiting one of them|Can COVID-19 be transmitted when a person is not showing symptoms?|0
What are the symptoms Is vomiting one of them|What is a coronavirus?|0
Should I stay home|Why do I have to stay at home?|100
Should I stay home|Should I be tested for COVID-19?|0
Should I stay home|Should I wear a face mask?|0
Should I stay home|What should I do if I just returned from a trip?|0
Should I stay home|If I'm high risk, what should I do?|0
how can I prevent myself from getting sick|How can I protect myself and others?|100
how can I prevent myself from getting sick|Should I be wearing a face mask to prevent me getting COVID-19?|79
how can I prevent myself from getting sick|Can my pet or other animals get sick from COVID-19?|0
how can I prevent myself from getting sick|How can I protect my child from COVID-19?|27
how can I prevent myself from getting sick|Can we use fabric masks to prevent the spread?|67
I have a headache and an itchy throat Am I at risk|I have packages coming from China... am I at risk?|0
I have a headache and an itchy throat Am I at risk|I'm pregnant... am I at risk for COVID-19?|0
I have a headache and an itchy throat Am I at risk|Am I at risk for COVID-19 in the United Staes?|10
I have a headache and an itchy throat Am I at risk|I am pregnant, am I at a greater risk for more serious outcomes related to COVID-19?|0
I have a headache and an itchy throat Am I at risk|Am I at risk if I touch someone who has died of COVID-19 after they have passed away?|0
Is it safe to order food during the COVID 19 pandemic|Can COVID-19 be transmitted through food?|100
Is it safe to order food during the COVID 19 pandemic|Can COVID-19 be spread through food (including refrigerated or frozen food)?|100
Is it safe to order food during the COVID 19 pandemic|What is COVID-19? |0
Is it safe to order food during the COVID 19 pandemic|Why is it called COVID-19?|0
Is it safe to order food during the COVID 19 pandemic|What caused COVID-19? |0
What are the symptoms of COVID 19|What are the symptoms of COVID-19?|100
What are the symptoms of COVID 19|What is COVID-19? |0
What are the symptoms of COVID 19|Are symptoms of COVID-19 different in children?|15
What are the symptoms of COVID 19|What caused COVID-19? |0
What are the symptoms of COVID 19|What is the treatment for COVID-19?|0
How do I treat coronavirus|Does chloroquine and/or hydroxychloroquine treat COVID-19?|76
How do I treat coronavirus|What should I do if I just returned from a trip?|0
How do I treat coronavirus|Why do I have to "socially distance"?|0
How do I treat coronavirus|Why do I have to stay at home?|0
How do I treat coronavirus|How do I prepare my child for a COVID-19 outbreak?|0
How many asymptomatic people are there likely to be|How long do people have to isolate for?|0
How many asymptomatic people are there likely to be|How can people help stop stigma related to COVID-19?|0
How many asymptomatic people are there likely to be|How many Covid19 cases are there?|66
How many asymptomatic people are there likely to be|How many Covid19 cases have been reported in my country?|47
How many asymptomatic people are there likely to be|If someone has been exposed to another individual who is positive, after how many days without symptoms can one be sure that he/she has not been also infected?|0
I have Hashimoto s hypothyroiditis Am I more at risk I also had a PE due to Fv leiden and oral contraceptives in 2001 what do you recommend I do|I have packages coming from China... am I at risk?|0
I have Hashimoto s hypothyroiditis Am I more at risk I also had a PE due to Fv leiden and oral contraceptives in 2001 what do you recommend I do|I am pregnant, am I at a greater risk for more serious outcomes related to COVID-19?|0
I have Hashimoto s hypothyroiditis Am I more at risk I also had a PE due to Fv leiden and oral contraceptives in 2001 what do you recommend I do|If I'm high risk, what should I do?|26
I have Hashimoto s hypothyroiditis Am I more at risk I also had a PE due to Fv leiden and oral contraceptives in 2001 what do you recommend I do|Why do I have to "socially distance"?|0
I have Hashimoto s hypothyroiditis Am I more at risk I also had a PE due to Fv leiden and oral contraceptives in 2001 what do you recommend I do|Why do I have to stay at home?|0
How does COVID 19 affect asymptomatic people s lungs|How does COVID-19 spread?|20
How does COVID 19 affect asymptomatic people s lungs|How can people help stop stigma related to COVID-19?|0
How does COVID 19 affect asymptomatic people s lungs|Does chloroquine and/or hydroxychloroquine treat COVID-19?|0
How does COVID 19 affect asymptomatic people s lungs|What is social distancing and how does it help to minimize COVID-19?|0
How does COVID 19 affect asymptomatic people s lungs|What is COVID-19? |0
What s corona virus|What is a coronavirus?|100
What s corona virus|What is COVID-19? |55
What s corona virus|What is MERS-CoV?|0
What s corona virus|What is SARS-CoV?|0
What s corona virus|What are respiratory droplets?|0
what are the symptoms of covid 19 by day of infection|What are the symptoms of COVID-19?|100
what are the symptoms of covid 19 by day of infection|What is COVID-19? |0
what are the symptoms of covid 19 by day of infection|Are symptoms of COVID-19 different in children?|31
what are the symptoms of covid 19 by day of infection|What caused COVID-19? |0
what are the symptoms of covid 19 by day of infection|What is the treatment for COVID-19?|0
How long does the virus remain on a surface|Can COVID-19 be spread through surface-touching?|53
How long does the virus remain on a surface|How long does the virus live on surfaces, like packages, plastic, etc? Should we be worried about that? |100
How long does the virus remain on a surface|How long do people have to isolate for?|0
How long does the virus remain on a surface|How does COVID-19 spread?|13
How long does the virus remain on a surface|What is social distancing and how does it help to minimize COVID-19?|0
what is coronavirus|What is a coronavirus?|100
what is coronavirus|What is novel (new) coronavirus?|53
what is coronavirus|What is COVID-19? |53
what is coronavirus|What is MERS-CoV?|15
what is coronavirus|What is SARS-CoV?|13
What are the coronavirus symptoms|What are the symptoms of COVID-19?|100
What are the coronavirus symptoms|What is a coronavirus?|47
What are the coronavirus symptoms|Are symptoms of COVID-19 different in children?|40
What are the coronavirus symptoms|What is novel (new) coronavirus?|0
What are the coronavirus symptoms|Can COVID-19 be transmitted when a person is not showing symptoms?|26
Is there an estimate as to how long the crisis will last|How long do people have to isolate for?|82
Is there an estimate as to how long the crisis will last|How long does the virus live on surfaces, like packages, plastic, etc? Should we be worried about that? |0
Is there an estimate as to how long the crisis will last|How long should we self quarantine before moving into our elderly parents’ house? (Where we will continue to self quarantine)|0
Is there an estimate as to how long the crisis will last|How many Covid19 cases are there?|0
Is there an estimate as to how long the crisis will last|How does COVID-19 spread?|27
Should I use NSAIDs|Should I use soap and water or a hand sanitizer to protect against COVID-19?|100
Should I use NSAIDs|What types of cleaning products should I use to protect against COVID-19?|100
Should I use NSAIDs|Should I be tested for COVID-19?|0
Should I use NSAIDs|Should I wear a face mask?|83
Should I use NSAIDs|What should I do if I just returned from a trip?|0
what are the symptoms of coronavirus|What are the symptoms of COVID-19?|100
what are the symptoms of coronavirus|What is a coronavirus?|0
what are the symptoms of coronavirus|Are symptoms of COVID-19 different in children?|64
what are the symptoms of coronavirus|What is novel (new) coronavirus?|0
what are the symptoms of coronavirus|Can COVID-19 be transmitted when a person is not showing symptoms?|0
Is it true that you can get the virus again even after you ve recovered|What does socially distancing even mean?|0
Is it true that you can get the virus again even after you ve recovered|If you have been released from isolation, will you still be able to spread COVID-19 to others?|84
Is it true that you can get the virus again even after you ve recovered|Are you at risk for contracting COVID-19 if you receive a package or products shipped from other countries?|0
Is it true that you can get the virus again even after you ve recovered|Where can I get tested for COVID-19?|0
Is it true that you can get the virus again even after you ve recovered|Also, what to do if you have no access to sanitizing wipes|0
how many death in italy|How many Covid19 cases are there?|100
how many death in italy|Who is at a higher risk of serious illness and death from COVID-19?|0
how many death in italy|How many Covid19 cases have been reported in my country?|100
how many death in italy|If someone has been exposed to another individual who is positive, after how many days without symptoms can one be sure that he/she has not been also infected?|0
how many death in italy|How does COVID-19 spread?|0
What are the symptoms of the Corina virus|What are the symptoms of COVID-19?|100
What are the symptoms of the Corina virus|Are symptoms of COVID-19 different in children?|86
What are the symptoms of the Corina virus|Can COVID-19 be transmitted when a person is not showing symptoms?|0
What are the symptoms of the Corina virus|What is a coronavirus?|0
What are the symptoms of the Corina virus|What is COVID-19? |0
How do I distinguish between the flu and coronavirus|What is the difference between isolation and quarantine?|0
How do I distinguish between the flu and coronavirus|What's the difference between self-isolating and self-monitoring?|0
How do I distinguish between the flu and coronavirus|What is the difference between COVID-19 and SARS-CoV-2?|7
How do I distinguish between the flu and coronavirus|What should I do if I just returned from a trip?|0
How do I distinguish between the flu and coronavirus|Why do I have to "socially distance"?|0
Should I use asprin with I have the coronavirus|Should I use soap and water or a hand sanitizer to protect against COVID-19?|84
Should I use asprin with I have the coronavirus|What types of cleaning products should I use to protect against COVID-19?|74
Should I use asprin with I have the coronavirus|Should I be tested for COVID-19?|0
Should I use asprin with I have the coronavirus|Should I wear a face mask?|72
Should I use asprin with I have the coronavirus|What should I do if I just returned from a trip?|0
Do I need a mask|Should I wear a face mask?|100
Do I need a mask|Should I be wearing a face mask to prevent me getting COVID-19?|100
Do I need a mask|What should I do if I just returned from a trip?|0
Do I need a mask|Why do I have to "socially distance"?|0
Do I need a mask|Why do I have to stay at home?|0
How long will social distancing measures last|What is social distancing and how does it help to minimize COVID-19?|4
How long will social distancing measures last|What does socially distancing even mean?|9
How long will social distancing measures last|How long do people have to isolate for?|77
How long will social distancing measures last|How long does the virus live on surfaces, like packages, plastic, etc? Should we be worried about that? |0
How long will social distancing measures last|How long should we self quarantine before moving into our elderly parents’ house? (Where we will continue to self quarantine)|0
Do the symptoms start suddenly or they progress slowly from one day to another|If someone has been exposed to another individual who is positive, after how many days without symptoms can one be sure that he/she has not been also infected?|80
Do the symptoms start suddenly or they progress slowly from one day to another|What should I do if I just returned from a trip?|0
Do the symptoms start suddenly or they progress slowly from one day to another|What are the symptoms of COVID-19?|74
Do the symptoms start suddenly or they progress slowly from one day to another|Are symptoms of COVID-19 different in children?|66
Do the symptoms start suddenly or they progress slowly from one day to another|Where did COVID-19 come from?|0
When should I visit a doctor|Should I be tested for COVID-19?|83
When should I visit a doctor|Should I wear a face mask?|0
When should I visit a doctor|What should I do if I just returned from a trip?|0
When should I visit a doctor|If I'm high risk, what should I do?|0
When should I visit a doctor|What should I do if there is an outbreak in my community?|0
I have asthma How at risk am I about the possibility of complications|I have packages coming from China... am I at risk?|0
I have asthma How at risk am I about the possibility of complications|I'm pregnant... am I at risk for COVID-19?|0
I have asthma How at risk am I about the possibility of complications|Am I at risk for COVID-19 in the United Staes?|73
I have asthma How at risk am I about the possibility of complications|I am pregnant, am I at a greater risk for more serious outcomes related to COVID-19?|0
I have asthma How at risk am I about the possibility of complications|Am I at risk if I touch someone who has died of COVID-19 after they have passed away?|0
How many cases in Montreal|How many Covid19 cases are there?|24
How many cases in Montreal|How many Covid19 cases have been reported in my country?|89
How many cases in Montreal|If someone has been exposed to another individual who is positive, after how many days without symptoms can one be sure that he/she has not been also infected?|0
How many cases in Montreal|How does COVID-19 spread?|0
How many cases in Montreal|How long do people have to isolate for?|0
If I traveled from Vancouver to quebec city do i need to quaratine|What should I do if I just returned from a trip?|100
If I traveled from Vancouver to quebec city do i need to quaratine|I have packages coming from China... am I at risk?|18
If I traveled from Vancouver to quebec city do i need to quaratine|Why do I have to "socially distance"?|0
If I traveled from Vancouver to quebec city do i need to quaratine|Why do I have to stay at home?|0
If I traveled from Vancouver to quebec city do i need to quaratine|If I'm high risk, what should I do?|0
what are cov19 symptoms|What are the symptoms of COVID-19?|100
what are cov19 symptoms|Are symptoms of COVID-19 different in children?|40
what are cov19 symptoms|Can COVID-19 be transmitted when a person is not showing symptoms?|0
what are cov19 symptoms|What is a coronavirus?|0
what are cov19 symptoms|What is COVID-19? |0
how many people died so far|How long do people have to isolate for?|0
how many people died so far|I have read that CV is able to be contracted through the air, how far can it go in the air?|0
how many people died so far|Can i go to the funeral of someone who died of COVID-19?|0
how many people died so far|How can people help stop stigma related to COVID-19?|0
how many people died so far|How many Covid19 cases are there?|67
If you recover from the virus can you still be a carrier|If you have been released from isolation, will you still be able to spread COVID-19 to others?|61
If you recover from the virus can you still be a carrier|Are you at risk for contracting COVID-19 if you receive a package or products shipped from other countries?|0
If you recover from the virus can you still be a carrier|Also, what to do if you have no access to sanitizing wipes|0
If you recover from the virus can you still be a carrier|How can I protect my child from COVID-19?|0
If you recover from the virus can you still be a carrier|Can my pet or other animals get sick from COVID-19?|0
What are the symptoms for corona virus|What are the symptoms of COVID-19?|100
What are the symptoms for corona virus|Are symptoms of COVID-19 different in children?|31
What are the symptoms for corona virus|Can COVID-19 be transmitted when a person is not showing symptoms?|0
What are the symptoms for corona virus|What is a coronavirus?|0
What are the symptoms for corona virus|What is COVID-19? |0
If I contract the virus does wearing a mask prevent others getting infected|Should I be wearing a face mask to prevent me getting COVID-19?|19
If I contract the virus does wearing a mask prevent others getting infected|Should I wear a face mask?|100
If I contract the virus does wearing a mask prevent others getting infected|How can I protect myself and others?|84
If I contract the virus does wearing a mask prevent others getting infected|What can I do to reduce my and my family's risk of getting COVID-19?|33
If I contract the virus does wearing a mask prevent others getting infected|Can we use fabric masks to prevent the spread?|100
What is the risk for an asthmatic|If I'm high risk, what should I do?|0
What is the risk for an asthmatic|What can I do to reduce my and my family's risk of getting COVID-19?|0
What is the risk for an asthmatic|I'm pregnant... am I at risk for COVID-19?|0
What is the risk for an asthmatic|Am I at risk for COVID-19 in the United Staes?|66
What is the risk for an asthmatic|I have packages coming from China... am I at risk?|0
what are the symptoms|What are the symptoms of COVID-19?|100
what are the symptoms|Are symptoms of COVID-19 different in children?|32
what are the symptoms|Can COVID-19 be transmitted when a person is not showing symptoms?|0
what are the symptoms|What is a coronavirus?|0
what are the symptoms|What is COVID-19? |0
How many cases of the coronavirus are there in Montreal|How many Covid19 cases are there?|74
How many cases of the coronavirus are there in Montreal|How many Covid19 cases have been reported in my country?|81
How many cases of the coronavirus are there in Montreal|If someone has been exposed to another individual who is positive, after how many days without symptoms can one be sure that he/she has not been also infected?|0
How many cases of the coronavirus are there in Montreal|How does COVID-19 spread?|0
How many cases of the coronavirus are there in Montreal|How long do people have to isolate for?|0
How contagious is the virus|Is COVID-19 contagious? Can someone who has it spread it to others?|100
How contagious is the virus|How long does the virus live on surfaces, like packages, plastic, etc? Should we be worried about that? |0
How contagious is the virus|How many Covid19 cases are there?|0
How contagious is the virus|How does COVID-19 spread?|15
How contagious is the virus|How long do people have to isolate for?|0
What are the symptoms for COVID 19|What are the symptoms of COVID-19?|100
What are the symptoms for COVID 19|What is COVID-19? |0
What are the symptoms for COVID 19|Are symptoms of COVID-19 different in children?|24
What are the symptoms for COVID 19|What caused COVID-19? |0
What are the symptoms for COVID 19|What is the treatment for COVID-19?|0
is vomiting one of the symptoms|If someone has been exposed to another individual who is positive, after how many days without symptoms can one be sure that he/she has not been also infected?|0
is vomiting one of the symptoms|What are the symptoms of COVID-19?|83
is vomiting one of the symptoms|Are symptoms of COVID-19 different in children?|69
